ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not_used,Season,Crop_status
13971,1678,Feed,silt,3,20,45,0,1,1
13972,1678,Feed,silt,3,40,44,0,3,0
13973,1678,Feed,silt,3,40,40,0,3,0
13974,1678,Feed,silt,3,15,40,0,2,0
13975,1785,Feed,clay,3,10,26,0,2,0
13976,1786,Feed,clay,3,10,47,0,2,1
13977,1785,Feed,clay,3,40,25,0,2,0
13978,1785,Feed,silt,3,30,48,0,2,0
13979,1785,Feed,silt,3,30,50,0,2,0
13980,1898,Feed,clay,3,10,41,0,2,0
13981,1898,Feed,clay,3,15,15,0,2,0
13982,1898,Feed,clay,3,15,18,0,1,0
13983,1898,Feed,clay,3,25,40,0,1,0
13984,1898,Feed,clay,3,20,43,0,1,0
13985,1898,Feed,silt,3,10,35,0,2,0
13986,1898,Feed,silt,3,15,30,0,2,0
13987,1898,Feed,silt,3,10,36,0,2,0
13988,1898,Feed,silt,3,15,35,0,1,0
13989,2015,Feed,clay,3,15,36,0,1,0
13990,2016,Feed,clay,3,30,37,0,1,0
13991,2016,Feed,clay,3,10,57,0,1,0
13992,2016,Feed,silt,3,10,35,0,2,0
13993,2016,Feed,silt,3,15,35,0,2,0
13994,2016,Feed,silt,3,20,32,0,1,0
13995,2015,Feed,silt,3,30,49,0,1,0
13996,2016,Feed,silt,3,20,48,0,1,0
13997,2015,Feed,silt,3,30,47,0,1,0
13998,2139,Feed,clay,3,30,31,0,2,0
13999,2267,Feed,silt,3,5,48,0,1,0
14000,2267,Feed,silt,3,40,53,0,2,0
14001,2267,Feed,silt,3,40,50,0,3,0
14002,2267,Feed,silt,3,10,49,0,2,0
14003,2267,Feed,silt,3,20,20,0,2,0
14004,2267,Feed,silt,3,20,50,0,3,1
14005,2402,Feed,clay,3,40,,0,1,0
14006,2402,Feed,clay,3,30,40,0,1,0
14007,2402,Feed,silt,3,10,50,0,3,0
14008,2401,Feed,silt,3,30,53,0,3,0
14009,2541,Feed,clay,3,10,40,0,2,0
14010,2542,Feed,silt,3,20,59,0,1,0
14011,2542,Feed,silt,3,50,51,0,3,0
14012,2688,Feed,clay,3,10,59,0,3,0
14013,2688,Feed,clay,3,20,20,0,1,0
14014,2688,Feed,clay,3,40,45,0,3,0
14015,2688,Feed,clay,3,60,50,0,2,0
14016,2688,Feed,silt,3,10,40,0,3,0
14017,2840,Feed,clay,3,10,28,0,1,0
14018,2840,Feed,clay,3,20,25,0,2,0
14019,2840,Feed,clay,3,20,27,0,1,0
14020,2840,Feed,clay,3,20,55,0,3,0
14021,2840,Feed,clay,3,10,50,0,1,0
14022,2999,Feed,silt,3,10,37,0,1,0
14023,2999,Feed,silt,3,10,49,0,2,0
14024,2999,Feed,silt,3,20,51,0,2,0
14025,2999,Feed,silt,3,20,52,0,2,0
14026,3164,Feed,clay,3,15,55,0,1,0
14027,3165,Feed,silt,3,15,50,0,2,0
14028,3336,Feed,silt,3,20,50,0,3,0
14029,3516,Feed,silt,3,10,53,0,3,0
14030,3516,Feed,silt,3,10,57,0,1,0
14031,3702,Feed,clay,3,30,,0,3,0
14032,3895,Feed,silt,3,15,55,0,2,0
14033,3895,Feed,silt,3,20,,0,2,0
14034,169,Food,clay,2,30,15,2,2,0
14035,169,Food,clay,2,30,22,4,2,0
14036,209,Food,clay,2,5,13,4,2,0
14037,209,Food,clay,2,20,22,4,2,0
14038,231,Food,clay,2,20,24,2,2,0
14039,232,Food,clay,2,30,,9,1,0
14040,232,Food,clay,2,60,15,9,2,0
14041,257,Food,clay,2,15,,10,2,0
14042,312,Food,clay,2,20,14,12,2,0
14043,312,Food,clay,2,20,19,0,2,0
14044,311,Food,clay,2,20,21,5,2,0
14045,342,Food,clay,2,30,15,13,2,0
14046,375,Food,clay,2,10,22,4,3,0
14047,375,Food,clay,2,80,26,1,1,0
14048,410,Food,clay,2,15,26,1,2,0
14049,410,Food,clay,2,20,7,14,1,0
14050,411,Food,clay,2,40,18,13,2,0
14051,410,Food,clay,2,40,19,6,3,0
14052,410,Food,clay,2,40,30,1,3,0
14053,448,Food,clay,2,10,,11,1,0
14054,448,Food,clay,2,10,14,14,3,0
14055,448,Food,clay,2,10,19,11,3,0
14056,448,Food,clay,2,10,23,3,2,0
14057,448,Food,clay,2,15,13,14,2,0
14058,448,Food,clay,2,20,,10,2,0
14059,448,Food,clay,2,20,21,8,3,0
14060,448,Food,clay,2,25,,14,3,0
14061,448,Food,clay,2,40,13,11,1,0
14062,448,Food,clay,2,60,32,1,3,0
14063,488,Food,clay,2,10,19,7,2,0
14064,489,Food,clay,2,15,,2,2,0
14065,488,Food,clay,2,20,,11,1,0
14066,488,Food,clay,2,40,19,14,3,0
14067,489,Food,clay,2,60,33,1,2,0
14068,531,Food,clay,2,20,37,1,2,0
14069,531,Food,clay,2,20,,2,2,0
14070,531,Food,clay,2,25,17,18,2,0
14071,531,Food,clay,2,30,25,12,2,0
14072,531,Food,clay,2,40,12,18,2,0
14073,531,Food,clay,2,40,18,16,1,0
14074,531,Food,clay,2,40,33,3,1,0
14075,531,Food,clay,2,40,34,0,3,0
14076,531,Food,clay,2,15,10,16,2,0
14077,577,Food,clay,2,10,17,9,1,0
14078,577,Food,clay,2,10,25,4,3,0
14079,577,Food,clay,2,20,25,10,2,0
14080,577,Food,clay,2,20,33,2,2,0
14081,577,Food,clay,2,30,25,9,1,0
14082,577,Food,clay,2,40,23,15,2,0
14083,577,Food,clay,2,40,25,10,2,0
14084,577,Food,clay,2,40,28,1,2,0
14085,577,Food,clay,2,55,30,3,3,0
14086,577,Food,clay,2,60,,2,2,0
14087,577,Food,clay,2,70,15,16,1,0
14088,625,Food,clay,2,10,10,19,2,0
14089,625,Food,clay,2,10,25,12,1,0
14090,626,Food,clay,2,20,11,9,3,0
14091,625,Food,clay,2,25,27,7,2,0
14092,625,Food,clay,2,30,27,6,3,0
14093,626,Food,clay,2,40,14,19,2,0
14094,625,Food,clay,2,40,22,8,3,0
14095,625,Food,clay,2,45,31,0,2,0
14096,625,Food,clay,2,60,22,20,2,0
14097,625,Food,clay,2,60,36,4,1,0
14098,626,Food,clay,2,40,15,20,2,0
14099,677,Food,clay,2,15,16,14,3,0
14100,677,Food,clay,2,20,11,19,2,0
14101,677,Food,clay,2,20,29,5,2,0
14102,677,Food,clay,2,30,20,13,2,0
14103,677,Food,clay,2,30,20,20,1,0
14104,677,Food,clay,2,30,23,14,2,0
14105,677,Food,clay,2,30,24,5,2,0
14106,677,Food,clay,2,40,24,9,3,0
14107,677,Food,clay,2,40,26,9,3,0
14108,677,Food,clay,2,40,28,10,3,0
14109,731,Food,clay,2,5,10,22,2,0
14110,731,Food,clay,2,20,14,17,1,0
14111,732,Food,clay,2,20,24,14,2,0
14112,732,Food,clay,2,20,25,4,1,0
14113,731,Food,clay,2,20,30,2,2,0
14114,731,Food,clay,2,20,,3,3,0
14115,732,Food,clay,2,60,14,21,2,0
14116,732,Food,clay,2,60,26,13,2,0
14117,731,Food,clay,2,80,29,6,1,0
14118,789,Food,clay,2,20,14,21,2,0
14119,789,Food,clay,2,20,16,14,1,0
14120,790,Food,clay,2,30,12,21,2,0
14121,790,Food,clay,2,30,26,7,2,0
14122,789,Food,clay,2,30,27,13,3,0
14123,789,Food,clay,2,40,11,20,3,0
14124,789,Food,clay,2,40,,7,2,0
14125,789,Food,clay,2,40,34,3,3,0
14126,790,Food,clay,2,50,25,14,2,0
14127,790,Food,clay,2,60,28,17,1,0
14128,789,Food,clay,2,40,28,4,1,0
14129,851,Food,clay,2,60,37,5,2,0
14130,851,Food,clay,2,20,22,14,2,0
14131,851,Food,clay,2,20,32,5,1,0
14132,851,Food,clay,2,20,,2,2,0
14133,851,Food,clay,2,20,40,0,1,0
14134,851,Food,clay,2,20,42,0,2,0
14135,851,Food,clay,2,25,28,12,2,0
14136,851,Food,clay,2,25,38,3,2,0
14137,851,Food,clay,2,40,23,15,1,0
14138,851,Food,clay,2,60,,12,3,0
14139,851,Food,clay,2,80,17,12,3,0
14140,916,Food,clay,2,10,24,15,1,0
14141,915,Food,clay,2,20,15,17,2,0
14142,916,Food,clay,2,20,19,23,2,0
14143,915,Food,clay,2,20,25,20,3,0
14144,916,Food,clay,2,20,38,6,2,0
14145,915,Food,clay,2,30,28,15,1,0
14146,915,Food,clay,2,30,,10,2,0
14147,916,Food,clay,2,30,34,5,3,0
14148,915,Food,clay,2,40,31,5,1,0
14149,915,Food,clay,2,60,40,5,2,0
14150,915,Food,clay,2,20,20,17,2,0
14151,915,Food,clay,2,60,,15,2,0
14152,984,Food,clay,2,40,26,15,2,0
14153,984,Food,clay,2,10,,2,2,0
14154,984,Food,clay,2,10,43,0,1,0
14155,984,Food,clay,2,20,21,22,2,0
14156,984,Food,clay,2,20,36,6,3,0
14157,984,Food,clay,2,20,40,5,1,0
14158,984,Food,clay,2,25,18,17,1,0
14159,984,Food,clay,2,25,23,21,2,0
14160,984,Food,clay,2,30,18,23,1,0
14161,984,Food,clay,2,30,26,14,2,0
14162,984,Food,clay,2,30,30,11,2,0
14163,984,Food,clay,2,30,34,1,3,0
14164,984,Food,clay,2,30,37,2,2,0
14165,984,Food,clay,2,35,,11,2,0
14166,984,Food,clay,2,40,29,7,2,0
14167,984,Food,clay,2,40,46,0,2,0
14168,984,Food,clay,2,60,34,3,2,0
14169,984,Food,clay,2,60,46,0,2,0
14170,984,Food,clay,2,30,40,3,3,0
14171,1056,Food,clay,2,20,17,15,1,0
14172,1056,Food,clay,2,20,26,17,1,0
14173,1056,Food,clay,2,20,29,15,1,0
14174,1056,Food,clay,2,20,32,12,2,0
14175,1056,Food,clay,2,20,33,5,2,0
14176,1056,Food,clay,2,30,14,23,1,0
14177,1056,Food,clay,2,30,21,22,2,0
14178,1056,Food,clay,2,30,37,3,1,0
14179,1056,Food,clay,2,40,23,19,3,0
14180,1056,Food,clay,2,40,38,6,3,0
14181,1056,Food,clay,2,45,31,3,2,0
14182,1056,Food,clay,2,60,36,1,2,0
14183,1056,Food,clay,2,60,37,2,3,0
14184,1132,Food,clay,2,60,15,21,1,0
14185,1132,Food,clay,2,15,28,13,2,0
14186,1132,Food,clay,2,20,28,12,2,0
14187,1132,Food,clay,2,20,32,0,2,0
14188,1132,Food,clay,2,20,34,13,1,0
14189,1132,Food,clay,2,40,21,20,3,0
14190,1132,Food,clay,2,40,23,14,3,0
14191,1132,Food,clay,2,40,36,8,3,0
14192,1132,Food,clay,2,40,40,8,2,0
14193,1132,Food,clay,2,60,30,10,3,0
14194,1132,Food,clay,2,30,28,15,2,0
14195,1212,Food,clay,2,5,7,24,2,0
14196,1212,Food,clay,2,15,8,29,1,0
14197,1212,Food,clay,2,30,,3,1,0
14198,1212,Food,clay,2,30,42,1,2,0
14199,1212,Food,clay,2,40,17,29,1,0
14200,1212,Food,clay,2,40,28,12,1,0
14201,1212,Food,clay,2,40,32,8,3,0
14202,1212,Food,clay,2,40,45,4,3,0
14203,1212,Food,clay,2,40,46,3,2,0
14204,1212,Food,clay,2,60,31,14,3,0
14205,1212,Food,clay,2,60,38,2,2,0
14206,1212,Food,clay,2,20,21,22,3,0
14207,1212,Food,clay,2,30,,5,2,0
14208,1296,Food,clay,2,20,26,20,1,0
14209,1297,Food,clay,2,5,17,23,1,0
14210,1296,Food,clay,2,15,15,30,2,0
14211,1296,Food,clay,2,20,15,22,2,0
14212,1296,Food,clay,2,20,19,22,2,0
14213,1296,Food,clay,2,20,29,14,1,0
14214,1296,Food,clay,2,25,,1,2,0
14215,1296,Food,clay,2,40,15,11,1,0
14216,1296,Food,clay,2,40,36,4,1,0
14217,1296,Food,clay,2,50,29,16,2,0
14218,1296,Food,clay,2,60,20,5,3,0
14219,1296,Food,clay,2,60,34,13,1,0
14220,1296,Food,clay,2,60,41,1,1,0
14221,1296,Food,clay,2,20,21,20,2,0
14222,1296,Food,clay,2,40,41,5,2,0
14223,1296,Food,clay,2,20,35,6,1,0
14224,1297,Food,clay,2,10,,7,1,0
14225,1296,Food,clay,2,20,30,14,2,0
14226,1385,Food,clay,2,5,28,15,3,0
14227,1385,Food,clay,2,10,33,11,2,0
14228,1385,Food,clay,2,15,40,5,3,0
14229,1385,Food,clay,2,20,13,30,3,0
14230,1385,Food,clay,2,20,20,31,1,0
14231,1385,Food,clay,2,25,18,21,1,0
14232,1385,Food,clay,2,25,38,10,1,0
14233,1385,Food,clay,2,25,40,5,2,0
14234,1385,Food,clay,2,40,41,2,2,0
14235,1385,Food,clay,2,60,38,5,2,0
14236,1385,Food,clay,2,80,41,4,2,0
14237,1385,Food,clay,2,20,32,15,1,0
14238,1478,Food,clay,2,10,16,29,1,0
14239,1478,Food,clay,2,15,16,30,2,0
14240,1478,Food,clay,2,15,24,12,3,0
14241,1478,Food,clay,2,20,14,22,1,0
14242,1478,Food,clay,2,20,,32,3,0
14243,1478,Food,clay,2,20,20,3,2,0
14244,1478,Food,clay,2,20,25,23,2,0
14245,1478,Food,clay,2,20,35,9,2,0
14246,1478,Food,clay,2,20,50,2,2,0
14247,1478,Food,clay,2,25,34,14,2,0
14248,1478,Food,clay,2,30,16,31,2,0
14249,1478,Food,clay,2,40,18,24,3,0
14250,1478,Food,clay,2,40,19,29,3,0
14251,1478,Food,clay,2,40,20,21,1,0
14252,1478,Food,clay,2,40,20,28,3,0
14253,1478,Food,clay,2,80,18,31,2,0
14254,1478,Food,clay,2,80,34,8,1,0
14255,1576,Food,clay,2,10,,19,1,0
14256,1576,Food,clay,2,10,37,11,1,0
14257,1576,Food,clay,2,15,27,19,1,0
14258,1576,Food,clay,2,15,40,3,3,0
14259,1576,Food,clay,2,20,19,20,2,0
14260,1576,Food,clay,2,20,19,30,2,0
14261,1575,Food,clay,2,20,32,15,1,0
14262,1576,Food,clay,2,20,33,12,1,0
14263,1576,Food,clay,2,20,38,11,1,0
14264,1576,Food,clay,2,25,44,6,2,0
14265,1575,Food,clay,2,25,45,2,2,0
14266,1576,Food,clay,2,40,44,6,2,0
14267,1678,Food,clay,2,10,20,22,3,0
14268,1678,Food,clay,2,10,21,9,2,0
14269,1678,Food,clay,2,15,24,23,2,0
14270,1678,Food,clay,2,15,43,4,2,0
14271,1678,Food,clay,2,20,11,34,2,0
14272,1678,Food,clay,2,20,16,17,2,0
14273,1678,Food,clay,2,20,17,27,3,0
14274,1678,Food,clay,2,20,33,15,1,0
14275,1678,Food,clay,2,20,40,10,3,0
14276,1678,Food,clay,2,20,47,6,2,0
14277,1678,Food,clay,2,25,35,10,2,0
14278,1678,Food,clay,2,30,22,30,2,0
14279,1678,Food,clay,2,30,24,27,2,0
14280,1678,Food,clay,2,30,28,14,2,0
14281,1678,Food,clay,2,35,46,0,1,0
14282,1678,Food,clay,2,40,21,19,3,0
14283,1678,Food,clay,2,40,,18,2,0
14284,1678,Food,clay,2,40,29,14,2,0
14285,1678,Food,clay,2,40,30,19,3,0
14286,1678,Food,clay,2,60,16,24,3,0
14287,1678,Food,clay,2,40,15,31,2,0
14288,1678,Food,clay,2,20,38,14,2,0
14289,1678,Food,clay,2,60,14,24,3,0
14290,1678,Food,clay,2,60,,19,1,0
14291,1785,Food,clay,2,10,12,35,1,0
14292,1785,Food,clay,2,10,17,25,3,0
14293,1785,Food,clay,2,15,,7,2,0
14294,1785,Food,clay,2,20,12,27,2,0
14295,1785,Food,clay,2,20,,22,2,0
14296,1785,Food,clay,2,20,19,30,1,0
14297,1785,Food,clay,2,25,19,30,1,0
14298,1785,Food,clay,2,25,31,16,3,0
14299,1785,Food,clay,2,30,27,22,3,0
14300,1785,Food,clay,2,30,37,10,1,0
14301,1785,Food,clay,2,40,25,23,3,0
14302,1785,Food,clay,2,40,,13,2,0
14303,1786,Food,clay,2,50,15,25,2,0
14304,1786,Food,clay,2,70,,0,2,0
14305,1786,Food,clay,2,75,25,20,2,0
14306,1785,Food,clay,2,40,34,15,1,0
14307,1785,Food,clay,2,20,47,2,2,0
14308,1898,Food,clay,2,20,26,24,3,0
14309,1898,Food,clay,2,20,27,24,3,0
14310,1898,Food,clay,2,20,43,8,2,0
14311,1898,Food,clay,2,30,35,10,2,0
14312,1898,Food,clay,2,40,40,11,2,0
14313,1898,Food,clay,2,60,31,10,2,0
14314,1898,Food,clay,2,60,,9,2,0
14315,2016,Food,clay,2,5,13,37,2,0
14316,2016,Food,clay,2,10,20,34,2,0
14317,2015,Food,clay,2,15,,28,2,0
14318,2016,Food,clay,2,20,45,4,2,0
14319,2015,Food,clay,2,30,33,19,1,0
14320,2015,Food,clay,2,35,37,4,2,0
14321,2016,Food,clay,2,40,,31,1,0
14322,2016,Food,clay,2,40,24,25,3,0
14323,2015,Food,clay,2,40,49,3,2,0
14324,2015,Food,clay,2,60,34,19,2,0
14325,2016,Food,clay,2,60,48,9,1,0
14326,2016,Food,clay,2,20,28,22,2,0
14327,2016,Food,clay,2,40,40,7,1,0
14328,2139,Food,clay,2,25,35,18,3,0
14329,2139,Food,clay,2,15,17,33,2,0
14330,2139,Food,clay,2,15,,14,3,0
14331,2138,Food,clay,2,20,,18,1,0
14332,2138,Food,clay,2,20,22,25,1,0
14333,2139,Food,clay,2,20,30,8,2,0
14334,2139,Food,clay,2,20,35,15,1,0
14335,2139,Food,clay,2,20,37,10,1,0
14336,2138,Food,clay,2,25,28,21,1,0
14337,2138,Food,clay,2,30,44,4,2,0
14338,2138,Food,clay,2,60,24,28,1,0
14339,2138,Food,clay,2,60,55,1,2,0
14340,2138,Food,clay,2,20,44,10,1,0
14341,2138,Food,clay,2,10,20,18,1,0
14342,2138,Food,clay,2,20,40,12,2,0
14343,2138,Food,clay,2,40,49,4,2,0
14344,2267,Food,clay,2,20,24,23,2,0
14345,2267,Food,clay,2,25,25,29,2,0
14346,2267,Food,clay,2,30,40,17,2,0
14347,2267,Food,clay,2,30,43,14,3,0
14348,2267,Food,clay,2,30,44,11,1,0
14349,2267,Food,clay,2,40,38,16,3,0
14350,2267,Food,clay,2,40,40,14,2,0
14351,2267,Food,clay,2,60,40,13,2,0
14352,2267,Food,clay,2,20,46,7,2,0
14353,2267,Food,clay,2,10,46,8,1,0
14354,2267,Food,clay,2,40,44,6,2,0
14355,2267,Food,clay,2,20,35,16,2,0
14356,2402,Food,clay,2,10,14,38,2,0
14357,2401,Food,clay,2,10,36,17,2,0
14358,2401,Food,clay,2,15,28,17,3,0
14359,2402,Food,clay,2,15,39,14,3,0
14360,2402,Food,clay,2,20,29,25,2,0
14361,2401,Food,clay,2,20,42,4,2,0
14362,2401,Food,clay,2,30,,34,2,0
14363,2401,Food,clay,2,20,42,10,2,0
14364,2401,Food,clay,2,40,39,15,1,0
14365,2401,Food,clay,2,20,40,7,1,0
14366,2401,Food,clay,2,60,17,35,3,0
14367,2402,Food,clay,2,20,30,20,2,0
14368,2542,Food,clay,2,5,48,2,1,0
14369,2541,Food,clay,2,10,12,23,2,0
14370,2541,Food,clay,2,20,,37,2,0
14371,2542,Food,clay,2,20,22,29,2,0
14372,2542,Food,clay,2,20,,23,2,0
14373,2541,Food,clay,2,20,44,11,2,0
14374,2541,Food,clay,2,20,46,10,1,0
14375,2541,Food,clay,2,25,45,8,2,0
14376,2542,Food,clay,2,25,,6,2,0
14377,2542,Food,clay,2,30,50,0,1,0
14378,2541,Food,clay,2,35,23,29,2,0
14379,2541,Food,clay,2,45,47,8,1,0
14380,2541,Food,clay,2,45,49,8,3,0
14381,2542,Food,clay,2,40,41,12,3,0
14382,2541,Food,clay,2,20,35,20,1,0
14383,2542,Food,clay,2,10,30,11,2,0
14384,2541,Food,clay,2,20,39,14,3,0
14385,2542,Food,clay,2,40,35,9,2,0
14386,2688,Food,clay,2,10,20,12,3,0
14387,2688,Food,clay,2,10,44,14,1,0
14388,2687,Food,clay,2,20,38,13,3,0
14389,2688,Food,clay,2,20,38,17,1,0
14390,2688,Food,clay,2,20,44,8,2,0
14391,2688,Food,clay,2,20,55,2,1,0
14392,2688,Food,clay,2,20,57,3,2,0
14393,2688,Food,clay,2,25,16,40,2,0
14394,2687,Food,clay,2,30,22,32,2,0
14395,2688,Food,clay,2,30,45,7,3,0
14396,2688,Food,clay,2,20,,14,1,0
14397,2688,Food,clay,2,20,46,11,3,0
14398,2687,Food,clay,2,10,,4,2,0
14399,2840,Food,clay,2,10,15,37,1,0
14400,2840,Food,clay,2,10,20,33,2,0
14401,2840,Food,clay,2,15,20,35,3,0
14402,2840,Food,clay,2,15,24,33,1,0
14403,2840,Food,clay,2,15,25,31,2,0
14404,2840,Food,clay,2,15,25,32,3,0
14405,2840,Food,clay,2,20,44,12,2,0
14406,2840,Food,clay,2,20,50,1,2,0
14407,2840,Food,clay,2,25,45,13,3,0
14408,2840,Food,clay,2,30,,13,2,0
14409,2840,Food,clay,2,40,36,5,2,0
14410,2840,Food,clay,2,60,24,20,1,0
14411,2840,Food,clay,2,60,25,27,2,0
14412,2840,Food,clay,2,60,,18,3,0
14413,2840,Food,clay,2,15,33,23,2,0
14414,2840,Food,clay,2,10,30,28,2,0
14415,2840,Food,clay,2,30,10,33,1,0
14416,2999,Food,clay,2,40,59,4,1,0
14417,2999,Food,clay,2,60,40,19,2,0
14418,2999,Food,clay,2,40,34,20,3,0
14419,2999,Food,clay,2,20,,12,2,0
14420,2999,Food,clay,2,10,28,10,2,0
14421,2999,Food,clay,2,20,47,10,3,0
14422,2999,Food,clay,2,30,,16,3,0
14423,3164,Food,clay,2,10,35,15,3,0
14424,3164,Food,clay,2,10,39,21,3,0
14425,3165,Food,clay,2,20,35,11,1,0
14426,3164,Food,clay,2,20,40,12,2,0
14427,3164,Food,clay,2,20,40,16,2,0
14428,3164,Food,clay,2,20,43,15,2,0
14429,3165,Food,clay,2,20,42,16,2,0
14430,3337,Food,clay,2,10,,41,2,0
14431,3337,Food,clay,2,10,37,21,2,0
14432,3337,Food,clay,2,10,,18,2,0
14433,3337,Food,clay,2,10,55,6,1,0
14434,3337,Food,clay,2,20,35,16,2,0
14435,3337,Food,clay,2,20,,4,3,0
14436,3337,Food,clay,2,20,,8,2,0
14437,3337,Food,clay,2,5,15,46,1,0
14438,3336,Food,clay,2,20,50,6,1,0
14439,3516,Food,clay,2,20,25,27,1,0
14440,3516,Food,clay,2,20,31,26,3,0
14441,3516,Food,clay,2,40,50,9,2,0
14442,3516,Food,clay,2,60,35,12,2,0
14443,3516,Food,clay,2,15,,11,1,0
14444,3516,Food,clay,2,20,53,10,3,0
14445,3702,Food,clay,2,20,41,26,1,0
14446,3702,Food,clay,2,40,45,8,2,0
14447,3895,Food,clay,2,5,25,34,2,0
14448,3895,Food,clay,2,10,22,31,2,0
14449,3895,Food,clay,2,10,,10,1,0
14450,3895,Food,clay,2,20,,24,1,0
14451,3895,Food,clay,2,10,36,27,2,0
14452,3895,Food,clay,2,40,45,18,2,1
14453,4096,Food,clay,2,40,34,30,2,0
14454,4097,Food,clay,2,25,13,50,3,0
14455,150,Food,silt,2,10,10,0,2,0
14456,168,Food,silt,2,20,14,6,1,0
14457,168,Food,silt,2,30,22,2,1,0
14458,209,Food,silt,2,10,5,2,2,0
14459,209,Food,silt,2,20,16,0,3,0
14460,209,Food,silt,2,60,,6,1,0
14461,231,Food,silt,2,5,5,1,1,0
14462,232,Food,silt,2,10,6,9,2,0
14463,232,Food,silt,2,50,15,6,1,0
14464,256,Food,silt,2,40,27,0,2,0
14465,256,Food,silt,2,60,15,10,2,0
14466,283,Food,silt,2,20,15,8,2,0
14467,283,Food,silt,2,25,17,9,2,0
14468,283,Food,silt,2,30,25,4,1,0
14469,312,Food,silt,2,20,,4,1,0
14470,311,Food,silt,2,40,15,7,1,0
14471,311,Food,silt,2,50,16,5,2,0
14472,342,Food,silt,2,15,22,1,1,0
14473,342,Food,silt,2,60,24,5,1,0
14474,375,Food,silt,2,20,10,2,3,0
14475,375,Food,silt,2,20,31,0,1,0
14476,375,Food,silt,2,30,28,0,2,0
14477,375,Food,silt,2,40,25,6,2,0
14478,375,Food,silt,2,60,10,14,2,0
14479,375,Food,silt,2,40,9,13,2,0
14480,375,Food,silt,2,40,23,6,2,0
14481,410,Food,silt,2,5,10,13,2,0
14482,410,Food,silt,2,5,20,6,1,0
14483,410,Food,silt,2,15,25,0,2,0
14484,411,Food,silt,2,20,25,6,2,0
14485,410,Food,silt,2,20,27,3,3,0
14486,410,Food,silt,2,25,,10,2,0
14487,410,Food,silt,2,30,25,4,3,0
14488,410,Food,silt,2,35,,7,2,0
14489,410,Food,silt,2,40,18,13,2,0
14490,411,Food,silt,2,40,26,3,1,0
14491,410,Food,silt,2,50,24,6,3,0
14492,410,Food,silt,2,50,30,0,1,0
14493,411,Food,silt,2,60,15,1,1,0
14494,410,Food,silt,2,60,21,10,2,0
14495,410,Food,silt,2,80,15,14,2,0
14496,448,Food,silt,2,5,20,8,2,0
14497,448,Food,silt,2,10,,16,1,0
14498,448,Food,silt,2,10,,4,2,0
14499,448,Food,silt,2,15,13,15,1,0
14500,448,Food,silt,2,15,16,12,1,0
14501,448,Food,silt,2,15,20,0,3,0
14502,448,Food,silt,2,15,20,9,2,0
14503,448,Food,silt,2,20,,0,2,0
14504,448,Food,silt,2,25,12,14,1,0
14505,448,Food,silt,2,25,18,12,1,0
14506,448,Food,silt,2,30,7,14,2,0
14507,448,Food,silt,2,30,16,3,2,0
14508,448,Food,silt,2,30,22,2,2,0
14509,448,Food,silt,2,30,25,5,1,0
14510,448,Food,silt,2,35,22,5,2,0
14511,448,Food,silt,2,40,20,4,1,0
14512,448,Food,silt,2,50,12,16,2,0
14513,448,Food,silt,2,50,20,9,2,0
14514,448,Food,silt,2,60,17,11,1,0
14515,489,Food,silt,2,20,,14,2,0
14516,488,Food,silt,2,10,12,14,3,0
14517,488,Food,silt,2,10,18,15,2,0
14518,489,Food,silt,2,20,17,13,1,0
14519,488,Food,silt,2,20,20,0,2,0
14520,488,Food,silt,2,20,21,7,3,0
14521,488,Food,silt,2,20,,2,1,0
14522,488,Food,silt,2,20,35,1,2,0
14523,488,Food,silt,2,30,18,14,2,0
14524,488,Food,silt,2,30,23,10,1,0
14525,488,Food,silt,2,35,24,2,3,0
14526,488,Food,silt,2,40,10,17,2,0
14527,488,Food,silt,2,40,25,7,2,0
14528,488,Food,silt,2,45,17,14,2,0
14529,488,Food,silt,2,80,28,1,1,0
14530,531,Food,silt,2,5,9,14,2,0
14531,531,Food,silt,2,5,16,11,2,0
14532,531,Food,silt,2,10,14,12,2,0
14533,531,Food,silt,2,15,13,15,2,0
14534,531,Food,silt,2,20,15,16,3,0
14535,531,Food,silt,2,20,27,5,2,0
14536,531,Food,silt,2,25,11,17,1,0
14537,531,Food,silt,2,30,22,6,3,0
14538,531,Food,silt,2,30,26,5,2,0
14539,531,Food,silt,2,40,10,8,2,0
14540,531,Food,silt,2,40,17,14,3,0
14541,531,Food,silt,2,40,22,1,2,0
14542,531,Food,silt,2,40,27,3,1,0
14543,531,Food,silt,2,40,32,0,1,0
14544,531,Food,silt,2,60,18,13,1,0
14545,577,Food,silt,2,50,22,13,1,0
14546,577,Food,silt,2,10,15,14,2,0
14547,577,Food,silt,2,10,20,15,3,0
14548,577,Food,silt,2,10,25,6,2,0
14549,577,Food,silt,2,15,23,3,3,0
14550,577,Food,silt,2,15,27,4,3,0
14551,577,Food,silt,2,20,14,12,3,0
14552,577,Food,silt,2,20,24,1,2,0
14553,577,Food,silt,2,30,18,13,3,0
14554,577,Food,silt,2,30,20,15,3,0
14555,577,Food,silt,2,30,28,4,3,0
14556,577,Food,silt,2,40,25,9,2,0
14557,577,Food,silt,2,45,25,5,3,0
14558,577,Food,silt,2,50,16,19,2,0
14559,577,Food,silt,2,50,17,18,3,0
14560,577,Food,silt,2,55,,0,1,0
